element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,14,"=""0.40439""","=""0.00005""","=""0.40435""","=""0.00004""","=""0.00004""","=""24729000""","=""*""","=""""",,"=""50.865""","=""3117.1""","=""2s.2p2""","=""2D""","=""3/2""","=""1s.2s.(3S).2p3.(2P*)""","=""2P*""","=""3/2""",,"=""""","=""L11185""",
Ar,14,"=""0.40439""","=""0.00005""","=""0.40437""","=""0.00004""","=""0.00002""","=""24729000""","=""*""","=""""",,"=""50.9829""","=""3117.1""","=""2s.2p2""","=""2D""","=""5/2""","=""1s.2s.(3S).2p3.(2P*)""","=""2P*""","=""3/2""",,"=""""","=""L11185""",
Ar,14,"=""0.40456""","=""0.00005""","=""0.40456""","=""0.00005""","=""0.00000""","=""24718000""","=""""","=""""",,"=""2.8090156""","=""3067.5""","=""2s2.2p""","=""2P*""","=""3/2""","=""1s.2s2.2p2""","=""2P""","=""3/2""",,"=""""","=""L11185""",
Ar,14,"=""0.40483""","=""0.00005""","=""0.40483""","=""0.00005""","="" 0.00000""","=""24702000""","=""""","=""""",,"=""0.0000000""","=""3062.6""","=""2s2.2p""","=""2P*""","=""1/2""","=""1s.2s2.2p2""","=""2D""","=""3/2""",,"=""""","=""L11185""",
Ar,14,"=""0.40518""","=""0.00005""","=""0.40504""","=""0.00006""","=""0.00014""","=""24680000""","=""*""","=""""",,"=""100.794""","=""3161.8""","=""2p3""","=""2D*""","=""5/2""","=""1s.2p4""","=""2P""","=""3/2""",,"=""""","=""L11185""",
Ar,14,"=""0.40518""","=""0.00005""","=""0.40518""","=""0.00005""","="" 0.00000""","=""24680000""","=""*""","=""""",,"=""2.8090156""","=""3062.8""","=""2s2.2p""","=""2P*""","=""3/2""","=""1s.2s2.2p2""","=""2D""","=""5/2""",,"=""""","=""L11185""",
Ar,14,"=""0.40575""","=""0.00005""","=""0.40575""","=""0.00005""","=""0.00000""","=""24646000""","=""""","=""""",,"=""29.627+x""","=""3085.3""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S).2p3.(2D*)""","=""4D*""","=""5/2""",,"=""""","=""L11185""",
Ar,14,"=""0.40601""","=""0.00005""","=""0.40601""","=""0.00005""","=""0.00000""","=""24630000""","=""*""","=""""",,"=""31.048+x""","=""3084.8""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S).2p3.(2D*)""","=""4D*""","=""7/2""",,"=""""","=""L11185""",
Ar,14,"=""0.40601""","=""0.00005""","=""0.40607""","=""0.00004""","=""-0.00006""","=""24630000""","=""*""","=""""",,"=""63.7776""","=""3117.1""","=""2s.2p2""","=""2S""","=""1/2""","=""1s.2s.(3S).2p3.(2P*)""","=""2P*""","=""3/2""",,"=""""","=""L11185""",
Ar,14,"=""0.40624""","=""0.00005""","=""0.40624""","=""0.00004""","="" 0.00000""","=""24616000""","=""""","=""""",,"=""68.7713""","=""3120.7""","=""2s.2p2""","=""2P""","=""3/2""","=""1s.2s.(3S).2p3.(2D*)""","=""2D*""","=""5/2""",,"=""""","=""L11185""",
Ar,14,"=""0.40659""","=""0.00005""","=""0.40662""","=""0.00006""","=""-0.00003""","=""24595000""","=""*""","=""""",,"=""112.676""","=""3161.8""","=""2p3""","=""2P*""","=""1/2""","=""1s.2p4""","=""2P""","=""3/2""",,"=""""","=""L11185""",
Ar,14,"=""0.40659""","=""0.00005""","=""0.40669""","=""0.00006""","=""-0.00010""","=""24595000""","=""*""","=""""",,"=""113.205""","=""3161.8""","=""2p3""","=""2P*""","=""3/2""","=""1s.2p4""","=""2P""","=""3/2""",,"=""""","=""L11185""",
Ar,16,"=""""","=""""","=""0.406855""","=""0.000003""","=""""","=""24578800""","=""""","=""""",,"=""31.8668""","=""(3079.249)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2s2""","=""2S""","=""1/2""",,"=""""","=""""",
Ar,16,"=""""","=""""","=""0.407279""","=""0.000003""","=""""","=""24553220""","=""""","=""""",,"=""35.0377""","=""(3079.249)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2s2""","=""2S""","=""1/2""",,"=""""","=""""",
Ar,13,"=""0.40741""","=""0.00005""","=""0.40741""","=""0.00004""","=""0.00000""","=""24545000""","=""""","=""""",,"=""10.54006""","=""3053.8""","=""2s2.2p2""","=""1D""","=""2""","=""1s.2s2.2p3""","=""1P*""","=""1""",,"=""""","=""L11185""",
Ar,13,"=""0.40806""","=""0.00005""","=""0.40806""","=""0.00005""","="" 0.00000""","=""24506000""","=""""","=""""",,"=""10.54006""","=""3048.9""","=""2s2.2p2""","=""1D""","=""2""","=""1s.2s2.2p3""","=""1D*""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40830""","=""0.00008""","=""0.40829""","=""0.00006""","=""0.00001""","=""24492000""","=""bl*""","=""""",,"=""61.627""","=""3098.3""","=""2s.2p3""","=""3P*""","=""2""","=""1s.2s.(3S).2p4.(3P)""","=""3P""","=""2""",,"=""""","=""L9846""",
Ar,13,"=""0.40830""","=""0.00008""","=""0.40830""","=""0.00003""","=""0.00000""","=""24492000""","=""bl*""","=""""",,"=""52.408""","=""3089.00""","=""2s.2p3""","=""3D*""","=""2""","=""1s.2s.(3S).2p4.(3P)""","=""3P""","=""1""",,"=""""","=""L9846""",
Ar,13,"=""0.40847""","=""0.00005""","=""0.40841""","=""0.00005""","=""0.00006""","=""24482000""","=""*""","=""""",,"=""52.408""","=""3088.2""","=""2s.2p3""","=""3D*""","=""2""","=""1s.2s.(3S).2p4.(1D)""","=""3D""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40847""","=""0.00005""","=""0.40843""","=""0.00005""","=""0.00004""","=""24482000""","=""*""","=""""",,"=""52.565""","=""3088.2""","=""2s.2p3""","=""3D*""","=""3""","=""1s.2s.(3S).2p4.(1D)""","=""3D""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40868""","=""0.00008""","=""0.40868""","=""0.00008""","=""0.00000""","=""24469000""","=""bl*""","=""""",,"=""127.179""","=""3161.0""","=""2p4""","=""1D""","=""2""","=""1s.2p5""","=""1P*""","=""1""",,"=""""","=""L9846""",
Ar,13,"=""0.40868""","=""0.00008""","=""0.40869""","=""0.00004""","=""-0.00001""","=""24469000""","=""bl*""","=""""",,"=""20.10230""","=""3053.8""","=""2s2.2p2""","=""1S""","=""0""","=""1s.2s2.2p3""","=""1P*""","=""1""",,"=""""","=""L9846""",
Ar,13,"=""0.40880""","=""0.00005""","=""0.40884""","=""0.00005""","=""-0.00004""","=""24462000""","=""""","=""""",,"=""2.7079""","=""3035.3""","=""2s2.2p2""","=""3P""","=""2""","=""1s.2s2.2p3""","=""3D*""","=""3""",,"=""""","=""L11185""",
Ar,13,"=""0.40903""","=""0.00005""","=""0.40903""","=""0.00005""","="" 0.00000""","=""24448000""","=""""","=""""",,"=""28.010""","=""3059.2""","=""2s.2p3""","=""5S*""","=""2""","=""1s.2s.(3S).2p4.(3P)""","=""5P""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40953""","=""0.00005""","=""0.40952""","=""0.00003""","=""0.00001""","=""24418000""","=""*""","=""""",,"=""61.426""","=""3089.00""","=""2s.2p3""","=""3P*""","=""0""","=""1s.2s.(3S).2p4.(3P)""","=""3P""","=""1""",,"=""""","=""L11185""",
Ar,13,"=""0.40953""","=""0.00005""","=""0.40954""","=""0.00005""","=""-0.00001""","=""24418000""","=""*""","=""""",,"=""77.595""","=""3105.0""","=""2s.2p3""","=""1D*""","=""2""","=""1s.2s.(1S).2p4.(1D)""","=""1D""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40953""","=""0.00005""","=""0.40954""","=""0.00003""","=""-0.00001""","=""24418000""","=""*""","=""""",,"=""61.627""","=""3089.00""","=""2s.2p3""","=""3P*""","=""2""","=""1s.2s.(3S).2p4.(3P)""","=""3P""","=""1""",,"=""""","=""L11185""",
Ar,13,"=""0.40953""","=""0.00005""","=""0.40959""","=""0.00005""","=""-0.00006""","=""24418000""","=""*""","=""""",,"=""77.940""","=""3105.0""","=""2s.2p3""","=""3S*""","=""1""","=""1s.2s.(1S).2p4.(1D)""","=""1D""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40953""","=""0.00005""","=""0.40963""","=""0.00005""","=""-0.00010""","=""24418000""","=""*""","=""""",,"=""61.471""","=""3088.2""","=""2s.2p3""","=""3P*""","=""1""","=""1s.2s.(3S).2p4.(1D)""","=""3D""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40994""","=""0.00005""","=""0.40990""","=""0.00005""","=""0.00004""","=""24394000""","=""""","=""""",,"=""10.54006""","=""3035.3""","=""2s2.2p2""","=""1D""","=""2""","=""1s.2s2.2p3""","=""3D*""","=""3""",,"=""""","=""L11185""",
Ar,12,"=""0.41006""","=""0.00005""","=""0.41048""","=""0.00013""","=""-0.00042""","=""24387000""","=""""","=""""",,"=""76.106""","=""3096.5""","=""2s.(2S).2p4.(1D)""","=""2D""","=""3/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""1/2""",,"=""""","=""L9846""",
Ar,13,"=""0.41049""","=""0.00008""","=""0.41050""","=""0.00006""","=""-0.00001""","=""24361000""","=""""","=""""",,"=""77.940""","=""3098.3""","=""2s.2p3""","=""3S*""","=""1""","=""1s.2s.(3S).2p4.(3P)""","=""3P""","=""2""",,"=""""","=""L9846""",
Ar,13,"=""0.41093""","=""0.00008""","=""0.41076""","=""0.00005""","=""0.00017""","=""24335000""","=""*""","=""""",,"=""86.624""","=""3105.0""","=""2s.2p3""","=""1P*""","=""1""","=""1s.2s.(1S).2p4.(1D)""","=""1D""","=""2""",,"=""""","=""L9846""",
Ar,13,"=""0.41093""","=""0.00008""","=""0.41093""","=""0.00014""","=""0.00000""","=""24335000""","=""*""","=""""",,"=""143.8""","=""3161.0""","=""2p4""","=""1S""","=""0""","=""1s.2p5""","=""1P*""","=""1""",,"=""""","=""L9846""",
Ar,12,"=""0.41096""","=""0.00005""","=""0.41099""","=""0.00004""","=""-0.00003""","=""24333000""","=""*""","=""""",,"=""11.75668""","=""3028.5""","=""2s2.2p3""","=""2D*""","=""3/2""","=""1s.(2S).2s2.2p4.(3P)""","=""2P""","=""1/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41096""","=""0.00005""","=""0.41103""","=""0.00005""","=""-0.00007""","=""24333000""","=""*""","=""""",,"=""12.16976""","=""3028.6""","=""2s2.2p3""","=""2D*""","=""5/2""","=""1s.(2S).2s2.2p4.(3P)""","=""2P""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41154""","=""0.00005""","=""0.41154""","=""0.00005""","=""0.00000""","=""24299000""","=""""","=""""",,"=""11.75668""","=""3024.4""","=""2s2.2p3""","=""2D*""","=""3/2""","=""1s.(2S).2s2.2p4.(1D)""","=""2D""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41189""","=""0.00005""","=""0.00008""","=""24274000""","=""*""","=""""",,"=""18.49671""","=""3028.6""","=""2s2.2p3""","=""2P*""","=""1/2""","=""1s.(2S).2s2.2p4.(3P)""","=""2P""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41191""","=""0.00004""","=""0.00006""","=""24274000""","=""*""","=""""",,"=""18.49671""","=""3028.5""","=""2s2.2p3""","=""2P*""","=""1/2""","=""1s.(2S).2s2.2p4.(3P)""","=""2P""","=""1/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41198""","=""0.00005""","=""-0.00001""","=""24274000""","=""*""","=""""",,"=""19.1011""","=""3028.6""","=""2s2.2p3""","=""2P*""","=""3/2""","=""1s.(2S).2s2.2p4.(3P)""","=""2P""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41198""","=""0.00003""","=""-0.00001""","=""24274000""","=""*""","=""""",,"=""76.106""","=""3085.59""","=""2s.(2S).2p4.(1D)""","=""2D""","=""3/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41198""","=""0.00004""","=""-0.00001""","=""24274000""","=""*""","=""""",,"=""55.288""","=""3064.7""","=""2s.(2S).2p4.(3P)""","=""4P""","=""5/2""","=""1s.2s.(3S).2p5""","=""4P*""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41199""","=""0.00003""","=""-0.00002""","=""24274000""","=""*""","=""""",,"=""76.184""","=""3085.59""","=""2s.(2S).2p4.(1D)""","=""2D""","=""5/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41200""","=""0.00004""","=""-0.00003""","=""24274000""","=""*""","=""""",,"=""19.1011""","=""3028.5""","=""2s2.2p3""","=""2P*""","=""3/2""","=""1s.(2S).2s2.2p4.(3P)""","=""2P""","=""1/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41225""","=""0.00005""","=""0.41215""","=""0.00008""","=""0.00010""","=""24257000""","=""bl*""","=""""",,"=""55.288""","=""3063.5""","=""2s.(2S).2p4.(3P)""","=""4P""","=""5/2""","=""1s.2s.(3S).2p5""","=""4P*""","=""5/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41225""","=""0.00005""","=""0.41219""","=""0.00004""","=""0.00006""","=""24257000""","=""bl*""","=""""",,"=""56.798""","=""3064.7""","=""2s.(2S).2p4.(3P)""","=""4P""","=""3/2""","=""1s.2s.(3S).2p5""","=""4P*""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41225""","=""0.00005""","=""0.41220""","=""0.00014""","=""0.00005""","=""24257000""","=""bl*""","=""""",,"=""88.696""","=""3096.5""","=""2s.(2S).2p4.(1S)""","=""2S""","=""1/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""1/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41225""","=""0.00005""","=""0.41229""","=""0.00004""","=""-0.00004""","=""24257000""","=""bl*""","=""""",,"=""57.536""","=""3064.7""","=""2s.(2S).2p4.(3P)""","=""4P""","=""1/2""","=""1s.2s.(3S).2p5""","=""4P*""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41225""","=""0.00005""","=""0.41235""","=""0.00008""","=""-0.00010""","=""24257000""","=""bl*""","=""""",,"=""56.798""","=""3063.5""","=""2s.(2S).2p4.(3P)""","=""4P""","=""3/2""","=""1s.2s.(3S).2p5""","=""4P*""","=""5/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41304""","=""0.00005""","=""0.41272""","=""0.00014""","=""0.00032""","=""24211000""","=""*""","=""""",,"=""92.463""","=""3096.5""","=""2s.(2S).2p4.(3P)""","=""2P""","=""3/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""1/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41304""","=""0.00005""","=""0.41299""","=""0.00014""","=""0.00005""","=""24211000""","=""*""","=""""",,"=""94.456""","=""3096.5""","=""2s.(2S).2p4.(3P)""","=""2P""","=""1/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""1/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41369""","=""0.00005""","=""0.41371""","=""0.00003""","=""-0.00002""","=""24173000""","=""""","=""""",,"=""88.696""","=""3085.59""","=""2s.(2S).2p4.(1S)""","=""2S""","=""1/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41434""","=""0.00008""","=""0.41423""","=""0.00003""","=""0.00011""","=""24135000""","=""""","=""""",,"=""92.463""","=""3085.59""","=""2s.(2S).2p4.(3P)""","=""2P""","=""3/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""3/2""",,"=""""","=""L9846""",
Ar,11,"=""0.41434""","=""0.00004""","=""0.41432""","=""0.00004""","=""0.00002""","=""24135000""","=""*""","=""""",,"=""8.90621""","=""3001.4""","=""2s2.2p4""","=""1D""","=""2""","=""1s.2s2.2p5""","=""1P*""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41434""","=""0.00004""","=""0.41439""","=""0.00005""","=""-0.00005""","=""24135000""","=""*""","=""""",,"=""0.000000""","=""2992.0""","=""2s2.2p4""","=""3P""","=""2""","=""1s.2s2.2p5""","=""3P*""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41453""","=""0.00004""","=""0.41453""","=""0.00004""","=""0.00000""","=""24124000""","=""""","=""""",,"=""1.791993""","=""2992.8""","=""2s2.2p4""","=""3P""","=""1""","=""1s.2s2.2p5""","=""3P*""","=""0""",,"=""""","=""L9846""",
Ar,11,"=""0.41477""","=""0.00008""","=""0.41464""","=""0.00005""","=""0.00013""","=""24110000""","=""*""","=""""",,"=""1.791993""","=""2992.0""","=""2s2.2p4""","=""3P""","=""1""","=""1s.2s2.2p5""","=""3P*""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41477""","=""0.00008""","=""0.41470""","=""0.00005""","=""0.00007""","=""24110000""","=""*""","=""""",,"=""2.272""","=""2992.0""","=""2s2.2p4""","=""3P""","=""0""","=""1s.2s2.2p5""","=""3P*""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41477""","=""0.00008""","=""0.41477""","=""0.00006""","="" 0.00000""","=""24110000""","=""*""","=""""",,"=""0.000000""","=""2989.2""","=""2s2.2p4""","=""3P""","=""2""","=""1s.2s2.2p5""","=""3P*""","=""2""",,"=""""","=""L9846""",
Ar,11,"=""0.41502""","=""0.00010""","=""0.41502""","=""0.00006""","=""0.00000""","=""24095000""","=""*""","=""""",,"=""1.791993""","=""2989.2""","=""2s2.2p4""","=""3P""","=""1""","=""1s.2s2.2p5""","=""3P*""","=""2""",,"=""""","=""L9846""",
Ar,11,"=""0.41502""","=""0.00010""","=""0.41505""","=""0.00008""","=""-0.00003""","=""24095000""","=""*""","=""""",,"=""65.6625""","=""3052.9""","=""2s.2p5""","=""3P*""","=""2""","=""1s.2s.2p6""","=""3S""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41535""","=""0.00015""","=""0.41526""","=""0.00008""","=""0.00009""","=""24076000""","=""*""","=""""",,"=""67.196""","=""3052.9""","=""2s.2p5""","=""3P*""","=""1""","=""1s.2s.2p6""","=""3S""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41535""","=""0.00015""","=""0.41538""","=""0.00008""","=""-0.00003""","=""24076000""","=""*""","=""""",,"=""68.065""","=""3052.9""","=""2s.2p5""","=""3P*""","=""0""","=""1s.2s.2p6""","=""3S""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41560""","=""0.00006""","=""0.41564""","=""0.00004""","=""-0.00004""","=""24062000""","=""""","=""""",,"=""18.41625""","=""3001.4""","=""2s2.2p4""","=""1S""","=""0""","=""1s.2s2.2p5""","=""1P*""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41613""","=""0.00006""","=""0.41613""","=""0.00006""","="" 0.00000""","=""24031000""","=""""","=""""",,"=""90.558""","=""3070.0""","=""2s.2p5""","=""1P*""","=""1""","=""1s.2s.2p6""","=""1S""","=""0""",,"=""""","=""L9846""",
Ar,18,"=""""","=""""","=""1.25834873""","=""0.00000006""","=""""","=""7946922.6""","=""""","=""2.5997e+10""",AA,"=""(3318.17737)""","=""(4303.470202)""","=""2p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.25855824""","=""0.00000005""","=""""","=""7945599.7""","=""""","=""3.0240e+11""",AA,"=""(3318.33543)""","=""(4303.464241)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.26452951""","=""0.00000006""","=""""","=""7908079.6""","=""""","=""5.3704e+10""",AA,"=""(3322.993290)""","=""(4303.470202)""","=""2p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33100832""","=""0.00000005""","=""""","=""7513101.0""","=""""","=""8.3618e+11""",AA,"=""(3318.17737)""","=""(4249.683181)""","=""2p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33123342""","=""0.00000006""","=""""","=""7511830.6""","=""""","=""5.1997e+11""",AA,"=""(3318.33543)""","=""(4249.683728)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33143317""","=""0.00000008""","=""""","=""7510703.7""","=""""","=""4.5596e+10""",AA,"=""(3318.17737)""","=""(4249.38595)""","=""2p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33167390""","=""0.00000006""","=""""","=""7509345.9""","=""""","=""5.2394e+11""",AA,"=""(3318.33543)""","=""(4249.375665)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33777821""","=""0.00000005""","=""""","=""7475080.6""","=""""","=""9.9042e+11""",AA,"=""(3322.993290)""","=""(4249.785170)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33792544""","=""0.00000005""","=""""","=""7474258.0""","=""""","=""1.6431e+11""",AA,"=""(3322.993290)""","=""(4249.683181)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33835471""","=""0.00000008""","=""""","=""7471860.7""","=""""","=""9.4215e+10""",AA,"=""(3322.993290)""","=""(4249.38595)""","=""2p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.48990323""","=""0.00000007""","=""""","=""6711845.3""","=""""","=""1.8273e+12""",AA,"=""(3318.17737)""","=""(4150.340135)""","=""2p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.49018435""","=""0.00000008""","=""""","=""6710579.1""","=""""","=""1.0147e+12""",AA,"=""(3318.33543)""","=""(4150.341205)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.49094385""","=""0.00000015""","=""""","=""6707160.7""","=""""","=""9.1269e+10""",AA,"=""(3318.17737)""","=""(4149.75932)""","=""2p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.49126322""","=""0.00000013""","=""""","=""6705724.3""","=""""","=""1.0250e+12""",AA,"=""(3318.33543)""","=""(4149.73928)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.49821513""","=""0.00000007""","=""""","=""6674608.9""","=""""","=""2.1672e+12""",AA,"=""(3322.993290)""","=""(4150.539321)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.49857583""","=""0.00000007""","=""""","=""6673002.3""","=""""","=""3.5998e+11""",AA,"=""(3322.993290)""","=""(4150.340135)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.49962861""","=""0.00000015""","=""""","=""6668317.7""","=""""","=""1.8870e+11""",AA,"=""(3322.993290)""","=""(4149.75932)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,16,"=""""","=""""","=""1.59326""","=""0.00010""","=""""","=""6276400""","=""""","=""""",,"=""0.00000""","=""778.18""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",,"=""""","=""""",
Ar,16,"=""""","=""""","=""1.59367""","=""0.00010""","=""""","=""6274800""","=""""","=""""",,"=""0.00000""","=""777.98""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",,"=""""","=""""",
Ar,17,"=""""","=""""","=""1.60870""","=""0.00005""","=""""","=""6216190""","=""""","=""""",,"=""(3104.14854)""","=""(3874.858)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""1P*""","=""1""",,"=""""","=""""",
Ar,17,"=""""","=""""","=""1.61251""","=""0.00005""","=""""","=""6201520""","=""""","=""""",,"=""(3104.14854)""","=""(3873.039)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",,"=""""","=""""",
Ar,17,"=""""","=""""","=""1.65238""","=""0.00005""","=""""","=""6051870""","=""""","=""""",,"=""(3124.52094)""","=""(3874.858)""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",,"=""""","=""""",
Ar,17,"=""""","=""""","=""1.65640""","=""0.00005""","=""""","=""6037210""","=""""","=""""",,"=""(3124.52094)""","=""(3873.039)""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""3P*""","=""1""",,"=""""","=""""",
Ar,16,"=""""","=""""","=""1.65970""","=""0.00007""","=""""","=""6025200""","=""""","=""""",,"=""31.8668""","=""778.89""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",,"=""""","=""""",
Ar,16,"=""""","=""""","=""1.66597""","=""0.00007""","=""""","=""6002500""","=""""","=""""",,"=""31.8668""","=""776.08""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5s""","=""2S""","=""1/2""",,"=""""","=""""",
